bed,row,col,Unique.ID,height.cm,overhd.diam,overhd.perp,herbv.scale,survey.notes,survey date
E,22,B,buffer,,,,,,7/18/25
E,23,A,buffer,,,,,,7/18/25
E,23,B,2524,4,4.6,2.3,1,,7/18/25
E,24,A,2584,,,,,,7/18/25
E,24,B,2400,,,,,,7/18/25
E,25,A,2332,7.9,4.4,3,1,,7/18/25
E,25,B,1808,4.1,5.7,2.9,1,,7/18/25
E,26,A,1713,25.3,2.8,2.7,2,,7/18/25
E,26,B,NA,,,,,hole here,7/18/25
E,27,A,95,32.1,14.6,13.8,1,drying,7/18/25
E,27,B,1841,4.5,2.9,2.9,1,,7/18/25
E,28,A,1999,NA,NA,NA,NA,Dead,7/18/25
E,28,B,2453,9.4,4,2.8,0,,7/18/25
E,29,A,2106,2.9,4.6,3.2,1,,7/18/25
E,29,B,2375,4.1,4.8,3.3,1,,7/18/25
E,30,A,NA,,,,,,7/18/25
E,30,B,NA,,,,,,7/18/25
E,41,A,1601,10.4,5.3,3.9,0,,7/18/25
E,41,B,2194,9.4,6.2,6.1,1,,7/18/25
E,42,A,2627,5.4,1.7,1.4,1,,7/18/25
E,42,B,2434,5.2,2.1,1.3,1,,7/18/25
E,43,A,369,,,,,,7/18/25
E,43,B,1686,2,2.7,2.1,1,,7/18/25
E,44,A,NA,,,,,hole here,7/18/25
E,44,B,2273,29.6,3.1,2.4,1,,7/18/25
E,45,A,2208,6.2,5.2,2.7,1,,7/18/25
E,45,B,1902,,,,,,7/18/25
E,46,A,2304,,,,,,7/18/25
E,46,B,2613,6.8,3.7,2.8,0,,7/18/25
E,47,A,NA,,,,,hole here,7/18/25
E,47,B,2586,9.7,4.3,4.1,1,,7/18/25
E,48,A,2164,11.5,3,2.9,0,,7/18/25
E,48,B,1974,10.4,5.2,4.4,0,,7/18/25
E,49,A,buffer,,,,,,7/18/25
E,49,B,2503,10.1,3.5,2.4,0,,7/18/25
E,50,A,2458,,,,,,7/18/25
E,50,B,1193,26.5,4.4,0.9,1,,7/18/25
E,51,A,334,28.3,7.6,5.8,1,,7/18/25
E,51,B,1800,17.5,3.6,3.3,1,,7/18/25
E,52,A,buffer,,,,,,7/18/25
E,52,B,buffer,,,,,,7/18/25
E,1,C,buffer,,,,,only 2 buffers,7/18/25
E,1,D,buffer,,,,,only 2 buffers,7/18/25
E,2,C,buffer,,,,,,7/18/25
E,2,D,buffer,,,,,,7/18/25
E,3,C,buffer,,,,,,7/18/25
E,3,D,buffer,,,,,,7/18/25
E,4,C,1789,,,,,,7/18/25
E,4,D,2415,NA,NA,NA,NA,dead,7/18/25
E,5,C,NA,,,,,rock here,7/18/25
E,5,D,2432,3.9,2.4,1.1,1,,7/18/25
E,6,C,1656,,,,,,7/18/25
E,6,D,NA,,,,,unplantable,7/18/25
E,7,C,2582,6.7,2.6,1.9,0,,7/18/25
E,7,D,1406,31.2,32.5,24.2,1,,7/18/25
E,8,C,2541,7.7,3.3,2.2,1,,7/18/25
E,8,D,2366,9,4.8,3.4,1,,7/18/25
E,9,C,2636,,,,,stem broken pre-planting,7/18/25
E,9,D,2347,6.1,5,3.1,1,,7/18/25
E,10,C,1711,,,,,,7/18/25
E,10,D,2630,16.2,2.3,1.4,1,,7/18/25
E,11,C,2268,9.7,3.7,3.1,0,,7/18/25
E,11,D,2552,7.1,5.4,4.1,1,,7/18/25
E,12,C,NA,,,,,rock here,7/18/25
E,12,D,2007,5.6,4.7,4.6,1,,7/18/25
E,13,C,NA,,,,,rock here,7/18/25
E,13,D,1490,31.5,28.7,19.5,1,,7/18/25
E,14,C,2193,6.2,6.1,2.9,1,,7/18/25
E,14,D,2394,3.7,2.6,2.3,1,,7/18/25
E,15,C,2498,,,,,,7/18/25
E,15,D,NA,,,,,,7/18/25
E,16,C,2272,13.5,5.3,3.6,1,,7/18/25
E,16,D,NA,,,,,,7/18/25
E,17,C,1657,,,,,,7/18/25
E,17,D,2174,6,2.7,1.4,3,,7/18/25
E,18,C,2057,10.4,4.8,4.1,1,,7/18/25
E,18,D,2122,6.5,2.8,1.8,1,,7/18/25
E,19,C,2040,5.2,4.4,1.8,1,,7/18/25
E,19,D,buffer,,,,,,7/18/25
E,20,C,2190,,,,,,7/18/25
E,20,D,2626,NA,NA,NA,NA,dead,7/18/25
E,21,C,1781,10.5,5,3.5,0,,7/18/25
E,21,D,2416,3.9,3.3,2.9,0,,7/18/25
E,22,C,2036,5.7,3.8,2.3,1,,7/18/25
E,22,D,2428,3.7,3.3,2.8,1,,7/18/25
E,23,C,2409,4.4,3.6,1.9,1,,7/18/25
E,23,D,2325,4.4,2.6,1.8,1,,7/18/25
E,24,C,2585,7.9,3.1,2.2,1,,7/18/25
E,24,D,2502,4.2,3.9,1.8,1,,7/18/25
E,25,C,2080,7.1,4.8,3.7,1,,7/18/25
E,25,D,2067,10.2,6.1,5,1,,7/18/25
E,26,C,1623,8.2,2.4,1.9,1,,7/18/25
E,26,D,2091,7.3,3.5,2.6,1,,7/18/25
E,27,C,1658,4.3,1.8,1.1,0,wilted,7/18/25
E,27,D,79,35.7,32.3,21.2,1,,7/18/25
E,28,C,2637,37.7,6.6,3.1,0,,7/18/25
E,28,D,1870,9.2,5.9,4.9,0,,7/18/25
E,29,C,2348,8.5,3.9,2.8,0,,7/18/25
E,29,D,buffer,,,,,,7/18/25
E,30,C,NA,,,,,,7/18/25
E,30,D,buffer,,,,,,7/18/25
E,41,C,2477,7.7,3.2,2.1,1,,7/18/25
E,41,D,2259,25.1,2.3,1.2,0,,7/18/25
E,42,C,2473,5.8,3.9,2.8,0,,7/18/25
E,42,D,2245,9.1,4.9,3.7,1,,7/18/25
E,43,C,2648,3.5,1.4,1.3,0,,7/18/25
E,43,D,2134,8.3,5.9,2.2,1,,7/18/25
E,44,C,2426,6.6,4.3,2.1,0,,7/18/25
E,44,D,1763,15.8,8.1,4.7,0,,7/18/25
E,45,C,buffer,,,,,,7/18/25
E,45,D,buffer,,,,,,7/18/25
E,46,C,2297,8.7,5.3,3.4,0,,7/18/25
E,46,D,2628,4.9,2,1.4,0,,7/18/25
E,47,C,2594,8,4.5,4,0,,7/18/25
E,47,D,2011,8.4,4,3.2,1,,7/18/25
E,48,C,2081,10.3,7.3,4.9,1,,7/18/25
E,48,D,2568,,,,,,7/18/25
E,49,C,380,28.2,15.1,12.2,1,,7/18/25
E,49,D,2600,9.6,2.9,2.4,0,,7/18/25
E,50,C,1809,6.4,3.2,1.8,0,,7/18/25
E,50,D,2308,10.1,3,2.5,0,,7/18/25
E,51,C,1715,39.6,4.1,1.8,0,,7/18/25
E,51,D,2385,,,,,,7/18/25
E,52,C,buffer,,,,,,7/18/25
E,52,D,buffer,,,,,,7/18/25
F,1,A,buffer,,,,,,7/18/25
F,1,B,buffer,,,,,,7/18/25
F,2,A,buffer,,,,,,7/18/25
F,2,B,buffer,,,,,,7/18/25
F,3,A,buffer,,,,,,7/18/25
F,3,B,buffer,,,,,,7/18/25
F,4,A,1842,4.2,3,2.5,1,,7/18/25
F,4,B,2528,9.4,2.4,1.9,1,,7/18/25
F,5,A,1783,11.6,6,3,0,,7/18/25
F,5,B,NA,,,,,,7/18/25
F,6,A,2333,16.3,5.2,5.2,0,,7/18/25
F,6,B,2377,,,,,,7/18/25
F,7,A,1859,3.8,2.5,0.9,0,,7/18/25
F,7,B,buffer,,,,,,7/18/25
F,8,A,2048,5.3,3,1.4,0,,7/18/25
F,8,B,2015,5.5,2.4,2,1,,7/18/25
F,9,A,2449,9.6,5.4,4.5,1,,7/18/25
F,9,B,1892,5.2,2.5,1.8,1,,7/18/25
F,10,A,2616,,,,,,7/18/25
F,10,B,1659,4.3,3,1.7,1,,7/18/25
F,11,A,2288,39.4,12.9,9.4,0,,7/18/25
F,11,B,2533,7.3,3,2,1,,7/18/25
F,12,A,2494,NA,NA,NA,NA,dead,7/18/25
F,12,B,2136,6.6,5.7,3.5,1,,7/18/25
F,13,A,2109,3.9,3.3,2.9,0,,7/18/25
F,13,B,buffer,,,,,,7/18/25
F,14,A,1662,8.4,6.8,6.6,1,,7/18/25
F,14,B,2433,5.7,3.3,2.3,1,,7/18/25
F,15,A,2631,13.6,5.3,3.4,1,,7/18/25
F,15,B,2611,8.8,3.9,2.8,0,,7/18/25
F,16,A,1463,20.9,9.8,4.6,0,,7/18/25
F,16,B,2196,8.1,6.5,3.8,1,,7/18/25
F,17,A,2289,12.9,7.9,3.8,1,,7/18/25
F,17,B,1912,9.1,4.9,3.7,1,,7/18/25
F,18,A,2035,6.1,3.5,2.9,0,,7/18/25
F,18,B,2459,4.7,4.4,4,0,,7/18/25
F,19,A,1989,4.2,4.3,3.6,0,exposed root,7/18/25
F,19,B,2341,23.2,6.9,5,1,,7/18/25
F,20,A,buffer,,,,,,7/18/25
F,20,B,2603,6.3,5.7,3.9,1,,7/18/25
F,21,A,2110,5.9,5.1,4.9,0,,7/18/25
F,21,B,2350,7.8,4.2,3.4,1,,7/18/25
F,22,A,buffer,,,,,,7/18/25
F,22,B,2010,7.3,5.2,4.5,0,,7/18/25
F,23,A,1602,9.9,9.4,8.5,1,,7/18/25
F,23,B,2462,3.9,2,1,0,,7/18/25
F,24,A,2247,7.1,3.7,2.6,0,,7/18/25
F,24,B,2027,4.5,4.9,3.4,0,,7/18/25
F,25,A,buffer,,,,,,7/18/25
F,25,B,2530,5.5,6.4,3.9,0,,7/18/25
F,26,A,1811,4.8,4.9,1.9,1,,7/18/25
F,26,B,1692,2.6,2.2,1.6,1,,7/18/25
F,27,A,2514,7.8,3.9,3,1,,7/18/25
F,27,B,2581,5.2,2.5,1.3,0,,7/18/25
F,28,A,1724,17.4,3.1,2.9,0,,7/18/25
F,28,B,2571,,,,,,7/18/25
F,29,A,NA,,,,,,7/18/25
F,29,B,NA,,,,,,7/18/25
F,39,A,861,27.4,11.3,8.2,0,,7/18/25
F,39,B,buffer,,,,,,7/18/25
F,40,A,buffer,,,,,,7/18/25
F,40,B,NA,,,,,,7/18/25
F,41,A,1880,5.4,4.1,4.1,0,,7/18/25
F,41,B,buffer,,,,,,7/18/25
F,42,A,1773,,,,,,7/18/25
F,42,B,1924,6.3,2.9,2.2,0,,7/18/25
F,43,A,1959,2.2,1.7,1.4,1,,7/18/25
F,43,B,2285,19.9,3.9,3.5,1,,7/18/25
F,44,A,2214,5.8,6.2,3.4,0,,7/18/25
F,44,B,2570,27,4.3,4,0,,7/18/25
F,45,A,1871,7.6,3.1,3,1,,7/18/25
F,45,B,2290,7.7,2.6,2.4,0,black spots on leaves,7/18/25
F,46,A,buffer,,,,,,7/18/25
F,46,B,buffer,,,,,,7/18/25
F,47,A,buffer,,,,,,7/18/25
F,47,B,buffer,,,,,,7/18/25
F,1,C,buffer,,,,,,7/18/25
F,1,D,buffer,,,,,,7/18/25
F,2,C,buffer,,,,,,7/18/25
F,2,D,buffer,,,,,,7/18/25
F,3,C,buffer,,,,,,7/18/25
F,3,D,buffer,,,,,,7/18/25
F,4,C,2349,5.9,3.4,2.9,1,,7/18/25
F,4,D,2482,4.4,2.7,1.8,2,,7/18/25
F,5,C,1688,1.8,1.4,1.8,1,,7/18/25
F,5,D,2497,5.3,3.5,2.4,1,,7/18/25
F,6,C,NA,,,,,,7/18/25
F,6,D,565,23,1.1,0.9,0,,7/18/25
F,7,C,2002,5.5,2,1,1,,7/18/25
F,7,D,2117,4.2,4.9,3.8,1,,7/18/25
F,8,C,buffer,,,,,,7/18/25
F,8,D,2267,30.3,5.7,4.1,1,,7/18/25
F,9,C,2087,6.1,5.2,5,1,,7/18/25
F,9,D,2195,9.7,7.1,6.5,0,,7/18/25
F,10,C,2189,6.9,6.5,6.2,1,,7/18/25
F,10,D,2474,6.9,6.3,3.1,1,,7/18/25
F,11,C,2281,13.2,3.9,3.6,0,,7/18/25
F,11,D,2511,5.9,9.8,8.7,1,,7/18/25
F,12,C,2246,6.8,3.1,2.8,1,,7/18/25
F,12,D,buffer,,,,,,7/18/25
F,13,C,buffer,,,,,,7/18/25
F,13,D,2481,NA,NA,NA,NA,Dead,7/18/25
F,14,C,2404,5.6,4.3,3.3,1,,7/18/25
F,14,D,2447,,,,,,7/18/25
F,15,C,2334,17.3,3.1,2.7,1,,7/18/25
F,15,D,2371,3.1,2.6,1.7,1,,7/18/25
F,16,C,2294,4.9,2.3,2.1,1,,7/18/25
F,16,D,2126,20.4,6,5.1,1,,7/18/25
F,17,C,1771,8.1,2.1,1.6,1,,7/18/25
F,17,D,buffer,,,,,,7/18/25
F,18,C,2298,6.9,7.2,3.6,1,,7/18/25
F,18,D,64,15.7,19.2,7.8,1,,7/18/25
F,19,C,2167,9.9,4.4,3.4,1,,7/18/25
F,19,D,2506,7,2,2,0,,7/18/25
F,20,C,2262,15.1,5.6,1.7,1,,7/18/25
F,20,D,381,19.5,17.2,4.1,1,,7/18/25
F,21,C,1869,3.4,3.6,2.1,1,,7/18/25
F,21,D,NA,,,,,unplantable,7/18/25
F,22,C,buffer,,,,,,7/18/25
F,22,D,2443,4.2,3.4,2.1,1,,7/18/25
F,23,C,2082,,,,,,7/18/25
F,23,D,1843,4,2.6,1.9,1,,7/18/25
F,24,C,2271,,,,,,7/18/25
F,24,D,2629,3,1.7,0.9,1,,7/18/25
F,25,C,2545,3.7,4,3.4,1,,7/18/25
F,25,D,2448,4.5,4.7,2.4,3,,7/18/25
F,26,C,2139,8.2,3.5,3.1,1,,7/18/25
F,26,D,2587,6.1,1.3,0.9,0,,7/18/25
F,27,C,2016,4.8,2.7,0.7,0,,7/18/25
F,27,D,1914,3.8,2.4,1.2,2,,7/18/25
F,28,C,2438,6.1,1.3,1.3,0,,7/18/25
F,28,D,2003,6.8,4.6,3.5,1,,7/18/25
F,29,C,NA,,,,,,7/18/25
F,29,D,NA,,,,,,7/18/25
F,40,C,1983,5.8,2.1,1.4,0,,7/18/25
F,40,D,2529,6.7,5.6,4.8,2,,7/18/25
F,41,C,1693,3.1,3.3,1.5,0,,7/18/25
F,41,D,314,43.2,30.7,23.2,1,,7/18/25
F,42,C,2013,8.8,4.4,3.9,1,,7/18/25
F,42,D,2315,5,6.3,2.9,0,,7/18/25
F,43,C,2401,2.9,2.8,1.7,0,,7/18/25
F,43,D,1725,19.6,5.1,4.4,1,,7/18/25
F,44,C,buffer,,,,,,7/18/25
F,44,D,2140,38.5,9.6,5.8,1,,7/18/25
F,45,C,2407,5.7,3.6,3.3,1,,7/18/25
F,45,D,2546,6.6,2.9,1.8,1,,7/18/25
F,46,C,buffer,,,,,,7/18/25
F,46,D,buffer,,,,,,7/18/25
F,47,C,buffer,,,,,,7/18/25
F,47,D,buffer,,,,,,7/18/25
G,1,A,buffer,,,,,,7/18/25
G,1,B,buffer,,,,,,7/18/25
G,2,A,buffer,,,,,,7/18/25
G,2,B,buffer,,,,,,7/18/25
G,3,A,buffer,,,,,,7/18/25
G,3,B,buffer,,,,,,7/18/25
G,4,A,2460,5.1,6.9,6.9,1,,7/18/25
G,4,B,2053,5.4,15.8,10.5,1,,7/18/25
G,5,A,1812,,,,,dead pre-planting,7/18/25
G,5,B,2491,4.9,6.3,4.7,1,,7/18/25
G,6,A,2092,4.4,3.7,3.4,0,,7/18/25
G,6,B,1604,6.2,6.3,5,1,,7/18/25
G,7,A,2335,43.1,6.4,2.3,1,,7/18/25
G,7,B,2351,9.7,7.3,5.2,1,,7/18/25
G,8,A,2513,9,9.5,5.1,1,,7/18/25
G,8,B,2112,6.3,5.6,3.4,1,,7/18/25
G,9,A,2299,8.2,10.3,7.1,0,,7/18/25
G,9,B,1845,8.6,5.6,6.7,0,,7/18/25
G,10,A,2588,7.1,5.5,3.9,0,,7/18/25
G,10,B,2248,11.9,8.4,4.9,1,,7/18/25
G,11,A,2232,,,,,dead pre-planting,7/18/25
G,11,B,2372,5.7,5.5,4.4,0,,7/18/25
G,12,A,2263,6.4,2.7,2.3,0,,7/18/25
G,12,B,2436,6.9,5.3,4.9,1,,7/18/25
G,13,A,2021,2.4,1.2,1.1,0,,7/18/25
G,13,B,buffer,,,,,,7/18/25
G,14,A,2547,8.4,3.5,2.4,1,,7/18/25
G,14,B,2250,8.2,3.9,3.6,0,,7/18/25
G,15,A,2280,,,,,,7/18/25
G,15,B,1814,7.7,5.4,4,1,,7/18/25
G,16,A,1797,13.5,7,5.4,1,,7/18/25
G,16,B,2435,4,4.1,2.4,1,,7/18/25
G,17,A,2572,8.6,4.4,3.7,0,,7/18/25
G,17,B,1925,6,4.3,3.7,1,,7/18/25
G,18,A,2264,12.3,4.5,3.6,0,,7/18/25
G,18,B,2508,3.4,2.5,1.9,1,,7/18/25
G,19,A,2441,4.5,2.6,2.4,1,,7/18/25
G,19,B,2215,5.3,5,3.5,1,,7/18/25
G,20,A,2599,,,,,,7/18/25
G,20,B,2589,NA,NA,NA,NA,dead,7/18/25
G,21,A,1846,3.3,1,1,0,,7/18/25
G,21,B,2184,14.6,5.3,2.4,0,,7/18/25
G,22,A,2084,10.2,4.2,2.4,1,,7/18/25
G,22,B,2424,,,,,,7/18/25
G,23,A,1776,20.6,4.9,3.7,0,,7/18/25
G,23,B,2198,5.4,3.2,3.1,0,,7/18/25
G,24,A,1694,2.6,2.8,2.5,0,,7/18/25
G,24,B,2536,4.2,3,2.8,1,,7/18/25
G,25,A,2355,8.3,7.8,2.2,0,,7/18/25
G,25,B,2456,,,,,,7/18/25
G,26,A,2561,5.7,2.7,2,1,,7/18/25
G,26,B,2496,NA,NA,NA,NA,dead,7/18/25
G,27,A,buffer,,,,,,7/18/25
G,27,B,2612,,,,,,7/18/25
G,28,A,2144,7.5,5.5,3.2,0,,7/18/25
G,28,B,2565,6.5,4.5,1.8,0,,7/18/25
G,29,A,2251,7.8,3.7,2.3,0,,7/18/25
G,29,B,2216,5,1.9,1,0,,7/18/25
G,30,A,195,11.3,1,0.6,0,,7/18/25
G,30,B,2157,15.4,3.7,3.4,0,,7/18/25
G,31,A,2469,5.4,5.8,3.3,0,,7/18/25
G,31,B,2615,4.7,4.3,3.2,0,,7/18/25
G,32,A,2287,9.3,3.5,4.2,0,,7/18/25
G,32,B,2199,9.4,4,3.1,1,,7/18/25
G,33,A,2465,8.3,1.8,1.2,0,,7/18/25
G,33,B,2500,6.6,2.4,1.5,0,,7/18/25
G,34,A,1847,3.6,3.2,2.2,1,,7/18/25
G,34,B,2114,4.8,3.6,2.9,0,,7/18/25
G,35,A,2535,5.4,2.8,1.8,0,,7/18/25
G,35,B,2188,NA,NA,NA,NA,dead,7/18/25
G,36,A,2548,6,3.7,2.4,1,,7/18/25
G,36,B,1732,28.1,3,1.8,0,,7/18/25
G,37,A,buffer,,,,,,7/18/25
G,37,B,2527,6.4,3.5,3.3,0,,7/18/25
G,38,A,1697,2.7,2.2,1.9,1,,7/18/25
G,38,B,1330,23.3,25.6,13.1,0,,7/18/25
G,39,A,2618,,,,,,7/18/25
G,39,B,2094,4,3.2,2.1,0,,7/18/25
G,40,A,2171,10.1,4.4,3.9,0,,7/18/25
G,40,B,2270,11.3,2.2,2.2,0,,7/18/25
G,41,A,2229,7.3,3.3,2.8,0,,7/18/25
G,41,B,706,24.9,17.6,5,0,,7/18/25
G,42,A,buffer,,,,,,7/18/25
G,42,B,1464,32.6,12.4,10.4,0,,7/18/25
G,43,A,buffer,,,,,,7/18/25
G,44,A,buffer,,,,,,7/18/25
G,44,B,buffer,,,,,,7/18/25
G,45,A,buffer,,,,,,7/18/25
G,45,B,buffer,,,,,,7/18/25
G,1,C,buffer,,,,,,7/18/25
G,1,D,buffer,,,,,,7/18/25
G,2,C,buffer,,,,,,7/18/25
G,2,D,buffer,,,,,,7/18/25
G,3,C,buffer,,,,,,7/18/25
G,3,D,buffer,,,,,,7/18/25
G,4,C,2632,12.4,5.8,5.4,1,,7/18/25
G,4,D,1100,30.4,25.9,25.7,0,,7/18/25
G,5,C,2083,18.2,5.5,5.3,1,,7/18/25
G,5,D,YO7_5_7,8.7,5.8,4.6,0,,7/18/25
G,6,C,2537,7.8,6.1,2.9,1,,7/18/25
G,6,D,2560,3.5,3.2,2.3,1,,7/18/25
G,7,C,2306,4.3,2.9,1.2,0,,7/18/25
G,7,D,2024,4.6,4.5,2.8,2,,7/18/25
G,8,C,2598,5.3,3.1,2.5,1,,7/18/25
G,8,D,530,25.6,10.1,9.5,0,,7/18/25
G,9,C,2008,6.8,4.6,3.7,1,,7/18/25
G,9,D,buffer,,,,,,7/18/25
G,10,C,2197,7.8,8.2,6.4,1,,7/18/25
G,10,D,buffer,,,,,,7/18/25
G,11,C,2495,6.7,2.5,2.2,2,,7/18/25
G,11,D,2089,5.4,4.9,2.9,1,,7/18/25
G,12,C,buffer,,,,,,7/18/25
G,12,D,buffer,,,,,,7/18/25
G,13,C,2645,16.5,5.1,3.3,2,,7/18/25
G,13,D,1729,11.6,5,3.6,1,,7/18/25
G,14,C,2142,7,4,3,1,,7/18/25
G,14,D,2352,,,,,,7/18/25
G,15,C,NA,,,,,rock here,7/18/25
G,15,D,2639,,,,,,7/18/25
G,16,C,1979,6.1,4.6,3.6,1,,7/18/25
G,16,D,1863,4.4,3.1,2.4,0,,7/18/25
G,17,C,2517,,,,,,7/18/25
G,17,D,NA,,,,,rock here,7/18/25
G,18,C,2300,5.6,3.6,2,0,,7/18/25
G,18,D,2553,2.8,2.3,2,1,,7/18/25
G,19,C,2464,6.8,5.6,2.1,0,,7/18/25
G,19,D,2556,6.7,1,0.6,0,,7/18/25
G,20,C,2614,,,,,,7/18/25
G,20,D,2295,10.4,4.3,2.2,0,,7/18/25
G,21,C,2233,6.1,4.1,2.5,0,,7/18/25
G,21,D,2336,6.8,5.1,3,1,,7/18/25
G,22,C,2439,7.4,4.3,3,0,,7/18/25
G,22,D,NA,,,,,,7/18/25
G,23,C,buffer,,,,,,7/18/25
G,23,D,NA,,,,,,7/18/25
G,24,C,2093,4.3,4.5,1.1,1,,7/18/25
G,24,D,2327,3.5,2.5,1.5,0,,7/18/25
G,25,C,1891,4.2,2.6,3,0,,7/18/25
G,25,D,1991,,,,,,7/18/25
G,26,C,2650,,,,,,7/18/25
G,26,D,2313,4.3,4,1.8,1,,7/18/25
G,27,C,1890,,,,,,7/18/25
G,27,D,2562,,,,,,7/18/25
G,28,C,2590,,,,,,7/18/25
G,28,D,2310,4.5,3,2.9,2,,7/18/25
G,29,C,2074,3.4,2.8,1.2,0,,7/18/25
G,29,D,NA,,,,,rock here,7/18/25
G,30,C,2635,11.4,2.1,2.1,0,,7/18/25
G,30,D,2575,,,,,,7/18/25
G,31,C,2019,2.7,1.9,1.6,0,,7/18/25
G,31,D,1765,13.4,4.2,2.1,0,,7/18/25
G,32,C,1815,4.3,4.5,4.2,1,,7/18/25
G,32,D,1872,4.6,4.8,2.5,0,,7/18/25
G,33,C,2421,5.7,2.4,2.1,1,,7/18/25
G,33,D,2604,,,,,,7/18/25
G,34,C,238,25.5,15.5,2.5,1,,7/18/25
G,34,D,2275,30.9,12.6,5.7,0,,7/18/25
G,35,C,1394,35.5,5.2,4.2,0,,7/18/25
G,35,D,2301,6.4,6.3,4.1,2,,7/18/25
G,36,C,1240,18.9,4.2,1.7,1,,7/18/25
G,36,D,733,17.6,12.1,2.3,0,,7/18/25
G,37,C,2049,,,,,,7/18/25
G,37,D,261,24.8,16.9,8.6,0,,7/18/25
G,38,C,1930,5.8,2.6,2.2,0,,7/18/25
G,38,D,1447,33.2,12.6,11.5,0,,7/18/25
G,39,C,2321,5.8,2.1,1.5,2,,7/18/25
G,39,D,2337,5.2,2,0.5,0,,7/18/25
G,40,C,2293,5.8,4.1,2.5,0,,7/18/25
G,40,D,1624,10,4.3,2.4,2,,7/18/25
G,41,C,2378,8.3,4.5,3.6,1,,7/18/25
G,41,D,2512,6.3,3.7,2.3,1,,7/18/25
G,42,C,2358,8.7,6,4.2,1,,7/18/25
G,42,D,buffer,,,,,,7/18/25
G,44,C,buffer,,,,,,7/18/25
G,44,D,buffer,,,,,,7/18/25
G,45,C,buffer,,,,,,7/18/25
G,45,D,buffer,,,,,,7/18/25
H,23,B,734,33.6,19.3,19.2,0,,7/18/25
I,9,B,391,17.2,4.4,1.6,0,,7/18/25
I,10,A,1272,16,5,2.3,0,,7/18/25
I,11,A,1250,21,5.4,0.9,0,,7/18/25
