bed,row,col,Unique.ID,height.cm,overhd.diam,overhd.perp,herbv.scale,leaf.number,survey.notes,survey date
E,9,B,2132,10.5,3.8,2.7,2,8,,8/7/25
E,10,A,399,,,,,,,8/7/25
E,10,B,2374,3.2,4.5,3,1,8,,8/7/25
E,11,A,2088,5.1,5.9,4.8,1,22,,8/7/25
E,11,B,2518,,,,,,,8/7/25
E,12,A,2079,7.6,1.8,1.8,0,6,wilting,8/7/25
E,12,B,NA,,,,,,rock here,8/7/25
E,13,A,2486,,,,,,,8/7/25
E,13,B,NA,,,,,,,8/7/25
E,14,A,2211,8.7,5.6,2.1,1,12,,8/7/25
E,14,B,2025,3.4,2.1,2,1,12,,8/7/25
E,15,A,2018,NA,NA,NA,NA,NA,dead,8/7/25
E,15,B,1896,2.3,2.5,1.4,0,13,,8/7/25
E,16,A,1857,5.1,3.3,3.1,0,28,,8/7/25
E,16,B,2244,,,,,,,8/7/25
E,17,A,1807,,,,,,,8/7/25
E,17,B,1840,3,1.7,0.6,0,9,wilting,8/7/25
E,18,A,2000,5.7,3.2,3.2,0,8,,8/7/25
E,18,B,372,33.2,18.4,10.9,0,0,all branches rep,8/7/25
E,19,A,1605,,,,,,,8/7/25
E,19,B,1975,9.1,3.7,4,1,18,,8/7/25
E,20,A,1684,,,,,,dead pre-planting,8/7/25
E,20,B,2367,4.1,2.9,1.3,1,6,,8/7/25
E,21,A,2104,5.3,3.6,2.5,1,16,,8/7/25
E,21,B,2437,10.9,7.3,3.1,0,26,,8/7/25
E,22,A,2014,3.1,1.6,1.2,1,6,,8/7/25
E,22,B,buffer,,,,,,,8/7/25
E,23,A,buffer,,,,,,,8/7/25
E,23,B,2524,4.2,2.2,1,1,4,,8/7/25
E,24,A,2584,,,,,,,8/7/25
E,24,B,2400,,,,,,,8/7/25
E,25,A,2332,7.7,3,1.6,1,11,,8/7/25
E,25,B,1808,4.1,5.5,3.6,1,12,,8/7/25
E,26,A,1713,25,5.4,2.5,1,0,all branches rep,8/7/25
E,26,B,NA,,,,,,hole here,8/7/25
E,27,A,95,NA,NA,NA,NA,NA,dead,8/7/25
E,27,B,1841,5.1,2,1,2,40,,8/7/25
E,28,A,1999,,,,,,,8/7/25
E,28,B,2453,8.7,3,1.6,1,8,,8/7/25
E,29,A,2106,3,4,2.9,1,20,,8/7/25
E,29,B,2375,3.6,3,2.3,1,5,,8/7/25
E,30,A,NA,,,,,,,8/7/25
E,30,B,NA,,,,,,,8/7/25
E,41,A,1601,9,4.9,3.9,0,7,,8/7/25
E,41,B,2194,,,,,,,8/7/25
E,42,A,2627,,,,,,,8/7/25
E,42,B,2434,4.6,2.2,1.3,0,8,,8/7/25
E,43,A,369,,,,,,,8/7/25
E,43,B,1686,1.5,2.5,1.5,1,7,,8/7/25
E,44,A,NA,,,,,,hole here,8/7/25
E,44,B,2273,28.7,7.9,1.9,0,0,All branches rep,8/7/25
E,45,A,2208,4.8,4.6,3,0,14,,8/7/25
E,45,B,1902,,,,,,,8/7/25
E,46,A,2304,,,,,,,8/7/25
E,46,B,2613,6.1,2.4,1.9,0,8,,8/7/25
E,47,A,NA,,,,,,hole here,8/7/25
E,47,B,2586,8.6,3.4,2,1,7,,8/7/25
E,48,A,2164,10.6,4.1,1.5,0,15,Broken stem,8/7/25
E,48,B,1974,9.9,6.3,4.5,0,30,,8/7/25
E,49,A,buffer,,,,,,,8/7/25
E,49,B,2503,10,3.8,3.4,0,9,,8/7/25
E,50,A,2458,,,,,,,8/7/25
E,50,B,1193,24,5,2.4,0,0,drying; all branches rep,8/7/25
E,51,A,334,23.9,9.3,6,0,0,All branches rep,8/7/25
E,51,B,1800,17,3.4,3.1,1,10,,8/7/25
E,52,A,buffer,,,,,,,8/7/25
E,52,B,buffer,,,,,,,8/7/25
E,1,C,buffer,,,,,,only 2 buffers,8/7/25
E,1,D,buffer,,,,,,only 2 buffers,8/7/25
E,2,C,buffer,,,,,,,8/7/25
E,2,D,buffer,,,,,,,8/7/25
E,3,C,buffer,,,,,,,8/7/25
E,3,D,buffer,,,,,,,8/7/25
E,4,C,1789,,,,,,,8/7/25
E,4,D,2415,,,,,,,8/7/25
E,5,C,NA,,,,,,rock here,8/7/25
E,5,D,2432,3.1,3,1.2,1,10,,8/7/25
E,6,C,1656,,,,,,,8/7/25
E,6,D,NA,,,,,,unplantable,8/7/25
E,7,C,2582,NA,NA,NA,NA,NA,dead,8/7/25
E,7,D,1406,29.5,28.2,21.2,1,0,all branches rep.,8/7/25
E.,8,C,2541,6.8,4.5,2.3,1,8,,8/7/25
E,8,D,2366,9.1,6.3,4,1,9,,8/7/25
E,9,C,2636,,,,,,stem broken pre-planting,8/7/25
E,9,D,2347,5.8,2.6,2.6,1,9,,8/7/25
E,10,C,1711,,,,,,,8/7/25
E,10,D,2630,14.2,2.7,1.7,1,9,,8/7/25
E,11,C,2268,9.2,3.9,2.7,0,11,,8/7/25
E,11,D,2552,7.2,4.9,2.9,1,19,,8/7/25
E,12,C,NA,,,,,,rock here,8/7/25
E,12,D,2007,5.5,4.1,3.1,1,20,,8/7/25
E,13,C,NA,,,,,,rock here,8/7/25
E,13,D,1490,28.9,32.9,27.4,0,0,all branches rep.,8/7/25
E,14,C,2193,5.8,4.5,4.3,1,16,,8/7/25
E,14,D,2394,3.2,1.8,1.4,1,10,,8/7/25
E,15,C,2498,,,,,,,8/7/25
E,15,D,NA,,,,,,,8/7/25
E,16,C,2272,13.2,5.5,2.4,1,14,,8/7/25
E,16,D,NA,,,,,,,8/7/25
E,17,C,1657,,,,,,,8/7/25
E,17,D,2174,9.4,2,1.2,1,6,,8/7/25
E,18,C,2057,9.5,5,5,1,11,,8/7/25
E,18,D,2122,6.4,3.2,2.7,1,10,,8/7/25
E,19,C,2040,4.1,3.3,2.2,1,16,,8/7/25
E,19,D,buffer,,,,,,,8/7/25
E,20,C,2190,,,,,,,8/7/25
E,20,D,2626,,,,,,,8/7/25
E,21,C,1781,9.6,5.2,4.4,1,10,,8/7/25
E,21,D,2416,3.5,3.4,1.7,1,7,,8/7/25
E,22,C,2036,5.2,3.9,1.6,1,16,,8/7/25
E,22,D,2428,3.1,2.5,2,1,9,,8/7/25
E,23,C,2409,3.4,2.9,2,1,9,,8/7/25
E,23,D,2325,3.3,2,1.7,1,10,,8/7/25
E,24,C,2585,6.1,3,2.2,1,12,,8/7/25
E,24,D,2502,3.1,3.4,2.5,1,20,,8/7/25
E,25,C,2080,6.8,5.4,3,1,19,,8/7/25
E,25,D,2067,9.9,6,5.1,1,2.7,,8/7/25
E,26,C,1623,8.6,3.9,2,1,8,,8/7/25
E,26,D,2091,7.8,4.4,2.7,1,13,,8/7/25
E,27,C,1658,,,,,,,8/7/25
E,27,D,79,31.6,29.4,30.4,1,0,all branches rep.,8/7/25
E,28,C,2637,38.8,10.4,3.9,0,0,all branches rep.,8/7/25
E,28,D,1870,8.3,6.4,5.7,1,43,,8/7/25
E,29,C,2348,7.9,3.8,3.2,0,21,,8/7/25
E,29,D,buffer,,,,,,,8/7/25
E,30,C,NA,,,,,,,8/7/25
E,30,D,buffer,,,,,,,8/7/25
E,41,C,2477,5.4,3.2,2.2,1,9,,8/7/25
E,41,D,2259,26.3,11.2,8.3,0,0,all branches rep.,8/7/25
E,42,C,2473,5.5,3.8,3.4,0,9,,8/7/25
E,42,D,2245,9.3,5.8,3.9,0,11,,8/7/25
E,43,C,2648,NA,NA,NA,NA,NA,Dead,8/7/25
E,43,D,2134,8.6,4.6,3.2,1,10,,8/7/25
E,44,C,2426,6.3,4.4,2.5,0,21,,8/7/25
E,44,D,1763,16.3,4.7,3.1,0,9,,8/7/25
E,45,C,buffer,,,,,,,8/7/25
E,45,D,buffer,,,,,,,8/7/25
E,46,C,2297,8.6,4.6,3.5,0,12,,8/7/25
E,46,D,2628,4.5,2.1,1.5,0,6,,8/7/25
E,47,C,2594,8.1,4,3.6,0,27,,8/7/25
E,47,D,2011,7.6,4.3,3.3,2,18,,8/7/25
E,48,C,2081,9.6,5.7,6.2,1,29,,8/7/25
E,48,D,2568,,,,,,,8/7/25
E,49,C,380,25.7,14.1,11.4,0,0,,8/7/25
E,49,D,2600,9.8,3.9,3.1,1,7,,8/7/25
E,50,C,1809,6,3.5,2.4,1,12,,8/7/25
E,50,D,2308,10.9,2.8,1.9,0,14,,8/7/25
E,51,C,1715,33.2,2.1,3.6,0,0,,8/7/25
E,51,D,2385,,,,,,,8/7/25
E,52,C,buffer,,,,,,,8/7/25
E,52,D,buffer,,,,,,,8/7/25
F,1,A,buffer,,,,,,,8/7/25
F,1,B,buffer,,,,,,,8/7/25
F,2,A,buffer,,,,,,,8/7/25
F,2,B,buffer,,,,,,,8/7/25
F,3,A,buffer,,,,,,,8/7/25
F,3,B,buffer,,,,,,,8/7/25
F,4,A,1842,4,4.6,2.7,1,26,,8/7/25
F,4,B,2528,7.7,2.8,1,1,5,,8/7/25
F,5,A,1783,11.4,1.3,0.9,1,2,,8/7/25
F,5,B,NA,,,,,,,8/7/25
F,6,A,2333,16.9,5.2,4.8,1,13,,8/7/25
F,6,B,2377,,,,,,,8/7/25
F,7,A,1859,3.6,1.4,1.2,1,12,,8/7/25
F,7,B,buffer,,,,,,,8/7/25
F,8,A,2048,5.6,3.3,2,1,13,,8/7/25
F,8,B,2015,5.9,2.7,1.8,1,7,,8/7/25
F,9,A,2449,9.1,1,0.7,0,3,,8/7/25
F,9,B,1892,5.7,3.1,1.7,1,12,,8/7/25
F,10,A,2616,,,,,,,8/7/25
F,10,B,1659,5.8,2.9,1.4,1,7,,8/7/25
F,11,A,2288,38,14.1,7.6,0,0,all branches rep,8/7/25
F,11,B,2533,5.9,3.8,2,1,9,,8/7/25
F,12,A,2494,,,,,,,8/7/25
F,12,B,2136,7.2,5.4,2.2,1,8,,8/7/25
F,13,A,2109,5,4.6,2.7,0,17,,8/7/25
F,13,B,buffer,,,,,,,8/7/25
F,14,A,1662,7.1,3,1.7,0,12,,8/7/25
F,14,B,2433,5.4,3,2.2,1,24,,8/7/25
F,15,A,2631,12.1,3.7,3.4,1,14,,8/7/25
F,15,B,2611,8.1,4.9,3.3,1,8,,8/7/25
F,16,A,1463,23.5,8.9,5.1,0,0,,8/7/25
F,16,B,2196,7.8,8.4,3.4,1,16,,8/7/25
F,17,A,2289,12.5,6.4,3.8,1,11,,8/7/25
F,17,B,1912,4.6,3.7,1,1,37,,8/7/25
F,18,A,2035,5.9,2.4,3.8,1,20,,8/7/25
F,18,B,2459,5.3,4.4,2.3,1,33,,8/7/25
F,19,A,1989,5.8,3.4,2.5,0,24,,8/7/25
F,19,B,2341,26.4,10.9,3.1,1,4,,8/7/25
F,20,A,buffer,,,,,,,8/7/25
F,20,B,2603,6.1,4.2,2.6,1,16,,8/7/25
F,21,A,2110,7.4,5.2,4.1,1,35,,8/7/25
F,21,B,2350,7.4,3.7,1.8,0,12,,8/7/25
F,22,A,buffer,,,,,,,8/7/25
F,22,B,2010,7.5,5.2,5.2,1,44,,8/7/25
F,23,A,1602,9.6,8,7.1,1,7,,8/7/25
F,23,B,2462,3.8,1.6,1.3,0,10,,8/7/25
F,24,A,2247,6.8,3.3,1.9,1,8,,8/7/25
F,24,B,2027,4.1,4.3,2.8,0,28,,8/7/25
F,25,A,buffer,,,,,,,8/7/25
F,25,B,2530,6.6,6.4,2.5,1,25,,8/7/25
F,26,A,1811,3.9,3.5,1.5,1,11,,8/7/25
F,26,B,1692,3.4,2.8,1.7,1,11,,8/7/25
F,27,A,2514,6.5,4.3,2.7,1,24,,8/7/25
F,27,B,2581,3.7,2.3,1.6,1,7,,8/7/25
F,28,A,1724,17.1,2.6,2.2,0,8,,8/7/25
F,28,B,2571,,,,,,,8/7/25
F,29,A,NA,,,,,,,8/7/25
F,29,B,NA,,,,,,,8/7/25
F,39,A,861,27.1,8.5,4.2,0,0,,8/7/25
F,39,B,buffer,,,,,,,8/7/25
F,40,A,buffer,,,,,,,8/7/25
F,40,B,NA,,,,,,,8/7/25
F,41,A,1880,6.2,4.5,3.9,1,29,,8/7/25
F,41,B,buffer,,,,,,,8/7/25
F,42,A,1773,,,,,,,8/7/25
F,42,B,1924,6.7,2.9,1.9,1,7,,8/7/25
F,43,A,1959,3.1,2.3,1.6,1,10,,8/7/25
F,43,B,2285,20.2,4.4,4.1,0,11,,8/7/25
F,44,A,2214,6.7,6.2,1.7,0,18,,8/7/25
F,44,B,2570,31.2,10.6,2.4,0,1,,8/7/25
F,45,A,1871,9.1,8.5,3.3,1,29,,8/7/25
F,45,B,2290,8.1,3.6,2,0,9,,8/7/25
F,46,A,buffer,,,,,,,8/7/25
F,46,B,buffer,,,,,,,8/7/25
F,47,A,buffer,,,,,,,8/7/25
F,47,B,buffer,,,,,,,8/7/25
F,1,C,buffer,,,,,,,8/7/25
F,1,D,buffer,,,,,,,8/7/25
F,2,C,buffer,,,,,,,8/7/25
F,2,D,buffer,,,,,,,8/7/25
F,3,C,buffer,,,,,,,8/7/25
F,3,D,buffer,,,,,,,8/7/25
F,4,C,2349,6.1,2.4,2,1,11,,8/7/25
F,4,D,2482,4.4,1.9,0.9,3,3,,8/7/25
F,5,C,1688,1.7,3.3,1.7,2,6,,8/7/25
F,5,D,2497,5.7,2.7,2,1,5,,8/7/25
F,6,C,NA,,,,,,,8/7/25
F,6,D,565,25.4,1.6,1.3,1,0,all branches rep,8/7/25
F,7,C,2002,5.5,2.1,1.5,0,12,,8/7/25
F,7,D,2117,3.5,4.1,2.1,0,21,,8/7/25
F,8,C,buffer,,,,,,,8/7/25
F,8,D,2267,26.5,8,4,0,0,all branches rep,8/7/25
F,9,C,2087,6.2,5.6,5.1,0,45,,8/7/25
F,9,D,2195,9.8,7.6,4.5,0,11,,8/7/25
F,10,C,2189,6.3,5.7,2.5,0,10,,8/7/25
F,10,D,2474,7.7,5.2,3.5,1,15,,8/7/25
F,11,C,2281,11.6,3.8,3.5,1,9,,8/7/25
F,11,D,2511,5.8,9.1,5.3,2,30,,8/7/25
F,12,C,2246,7.3,3.6,3.5,2,8,,8/7/25
F,12,D,buffer,,,,,,,8/7/25
F,13,C,buffer,,,,,,,8/7/25
F,13,D,2481,,,,,,,8/7/25
F,14,C,2404,5.7,4,3.4,2,14,,8/7/25
F,14,D,2447,,,,,,,8/7/25
F,15,C,2334,18.9,2.5,2.1,0,0,all branches rep,8/7/25
F,15,D,2371,2.5,3.4,2.2,2,5,,8/7/25
F,16,C,2294,5.1,2.5,1.5,1,6,,8/7/25
F,16,D,2126,19.8,6.5,5.5,0,15,,8/7/25
F,17,C,1771,7.3,3,1.6,0,7,Wilting,8/7/25
F,17,D,buffer,,,,,,,8/7/25
F,18,C,2298,7.4,6.7,3.8,1,22,,8/7/25
F,18,D,64,14,1.4,11.1,0,0,all branches rep,8/7/25
F,19,C,2167,10.1,4.7,4.1,1,9,,8/7/25
F,19,D,2506,8.5,3,2.4,0,6,,8/7/25
F,20,C,2262,13.9,3.5,2.4,1,12,,8/7/25
F,20,D,381,21.5,16.3,15.2,0,0,all branches rep,8/7/25
F,21,C,1869,3.8,3.9,3,0,25,wilting,8/7/25
F,21,D,NA,,,,,,unplantable,8/7/25
F,22,C,buffer,,,,,,,8/7/25
F,22,D,2443,5.1,2.8,2,0,12,,8/7/25
F,23,C,2082,,,,,,,8/7/25
F,23,D,1843,4.5,3,2.7,2,33,,8/7/25
F,24,C,2271,,,,,,,8/7/25
F,24,D,2629,3.6,1.5,1,0,3,,8/7/25
F,25,C,2545,5.5,3.7,2.8,0,8,,8/7/25
F,25,D,2448,NA,NA,NA,NA,NA,dead,8/7/25
F,26,C,2139,11,4,3.5,1,10,,8/7/25
F,26,D,2587,7.3,2,1.5,0,6,,8/7/25
F,27,c,2016,6.6,3.2,1.7,2,7,,8/7/25
F,27,D,1914,4.1,2.5,1.8,2,12,,8/7/25
F,28,C,2438,6.8,1.3,1,0,8,,8/7/25
F,28,D,2003,7.5,5.5,3,0,26,,8/7/25
F,29,C,NA,,,,,,,8/7/25
F,29,D,NA,,,,,,,8/7/25
F,40,c,1983,6.8,2.9,2.5,0,7,,8/7/25
F,40,D,2529,9.7,6.3,3,2,9,,8/7/25
F,41,C,1693,5.6,3.4,1.5,0,7,,8/7/25
F,41,D,314,46,31.4,20.1,0,0,all branches rep,8/7/25
F,42,C,2013,9.4,3.5,3,0,10,,8/7/25
F,42,D,2315,6.8,6.5,3.5,0,26,,8/7/25
F,43,C,2401,4.3,1.9,1.5,0,6,,8/7/25
F,43,D,1725,10.2,4.7,3.5,1,10,,8/7/25
F,44,C,buffer,,,,,,,8/7/25
F,44,D,2140,37.9,11.5,5.6,0,0,all branches rep,8/7/25
F,45,C,2407,6.3,3.9,3.7,1,9,,8/7/25
F,45,D,2546,7.1,2.9,2,1,9,,8/7/25
F,46,C,buffer,,,,,,,8/7/25
F,46,D,buffer,,,,,,,8/7/25
F,47,C,buffer,,,,,,,8/7/25
F,47,D,buffer,,,,,,,8/7/25
G,1,A,buffer,,,,,,,8/7/25
G,1,B,buffer,,,,,,,8/7/25
G,2,A,buffer,,,,,,,8/7/25
G,2,B,buffer,,,,,,,8/7/25
G,3,A,buffer,,,,,,,8/7/25
G,3,B,buffer,,,,,,,8/7/25
G,4,A,2460,4.9,4.5,3.4,1,17,,8/7/25
G,4,B,2053,9.9,13.1,10.2,1,36,,8/7/25
G,5,A,1812,,,,,,dead pre-planting,8/7/25
G,5,B,2491,4.7,6.2,4.2,1,9,,8/7/25
G,6,A,2092,4.3,2.6,2.4,0,11,,8/7/25
G,6,B,1604,5.7,5.9,2.5,1,7,,8/7/25
G,7,A,2335,46.5,9,1.8,0,0,all branches rep,8/7/25
G,7,B,2351,9.8,6.4,3.5,1,22,,8/7/25
G,8,A,2513,NA,NA,NA,NA,NA,dead,8/7/25
G,8,B,2112,6,5.3,2.6,1,15,,8/7/25
G,9,A,2299,7.4,7.1,6.3,1,18,,8/7/25
G,9,B,1845,9.3,7.8,7.5,1,14,,8/7/25
G,10,A,2588,7.7,4.6,4.1,0,8,,8/7/25
G,10,B,2248,NA,NA,NA,NA,NA,dead,8/7/25
G,11,A,2232,,,,,,dead pre-planting,8/7/25
G,11,B,2372,7.8,5.1,3.1,0,10,,8/7/25
G,12,A,2263,6.4,3.2,1.6,1,5,,8/7/25
G,12,B,2436,6.9,5.8,3.2,1,23,,8/7/25
G,13,A,2021,2.5,1.5,1.1,0,3,,8/7/25
G,13,B,buffer,,,,,,,8/7/25
G,14,A,2547,8.2,3.9,2.8,2,8,,8/7/25
G,14,B,2250,7.9,3.4,3.4,0,9,,8/7/25
G,15,A,2280,,,,,,,8/7/25
G,15,B,1814,6.5,4.6,2.3,1,7,,8/7/25
G,16,A,1797,15,6.7,3.3,1,9,,8/7/25
G,16,B,2435,3.7,3.5,1.6,1,11,,8/7/25
G,17,A,2572,8.4,5.1,4.3,0,7,,8/7/25
G,17,B,1925,6.3,3.9,3.2,1,8,,8/7/25
G,18,A,2264,NA,NA,NA,NA,NA,dead,8/7/25
G,18,B,2508,5.4,1.7,1.7,1,5,,8/7/25
G,19,A,2441,4.5,1.6,1.4,1,7,,8/7/25
G,19,B,2215,5.4,3.6,2.9,1,5,,8/7/25
G,20,A,2599,,,,,,,8/7/25
G,20,B,2589,,,,,,,8/7/25
G,21,A,1846,2.7,1.3,0.9,0,2,,8/7/25
G,21,B,2184,17.9,5.4,3.1,0,2,stem rep,8/7/25
G,22,A,2084,12.2,6.3,3.3,0,7,,8/7/25
G,22,B,2424,,,,,,,8/7/25
G,23,A,1776,21.5,4.1,2.3,1,0,all branches up,8/7/25
G,23,B,2198,5.1,4.1,3.4,1,4,,8/7/25
G,24,A,1694,2.8,3,1.6,1,4,,8/7/25
G,24,B,2536,4.3,3.4,3,1,5,,8/7/25
G,25,A,2355,8.9,8.2,2,0,9,,8/7/25
G,25,B,2456,,,,,,,8/7/25
G,26,A,2561,5.3,3.3,2.1,1,4,,8/7/25
G,26,B,2496,,,,,,,8/7/25
G,27,A,buffer,,,,,,,8/7/25
G,27,B,2612,,,,,,,8/7/25
G,28,A,2144,7.5,5.3,3.6,1,7,,8/7/25
G,28,B,2565,6.3,4.4,2.1,0,5,,8/7/25
G,29,A,2251,8.4,3.9,2.7,0,7,,8/7/25
G,29,B,2216,5.6,2.3,0.9,2,2,,8/7/25
G,30,A,195,11.4,0.3,0.3,0,0,dying,8/7/25
G,30,B,2157,15.9,3.9,3.9,0,9,,8/7/25
G,31,A,2469,6.1,6.3,4.2,1,6,,8/7/25
G,31,B,2615,4.4,3.5,3.1,0,4,,8/7/25
G,32,A,2287,9.3,6.7,3.5,1,7,,8/7/25
G,32,B,2199,8.9,3.9,2.6,1,7,,8/7/25
G,33,A,2465,10.6,1.1,1.1,0,1,wilting,8/7/25
G,33,B,2500,5.2,2.1,1.5,0,5,,8/7/25
G,34,A,1847,4.2,3.4,2.1,1,13,,8/7/25
G,34,B,2114,4.4,3.1,2.1,1,6,,8/7/25
G,35,A,2535,5.6,3.4,1.6,1,9,,8/7/25
G,35,B,2188,,,,,,,8/7/25
G,36,A,2548,6.4,4.7,2.2,1,7,,8/7/25
G,36,B,1732,28,1.1,0.8,0,1,,8/7/25
G,37,A,buffer,,,,,,,8/7/25
G,37,B,2527,6.5,3.8,2.4,0,7,,8/7/25
G,38,A,1697,2.5,3.1,1.2,1,5,,8/7/25
G,38,B,1330,23.1,23.1,10.4,0,0,all branches rep,8/7/25
G,39,A,2618,,,,,,,8/7/25
G,39,B,2094,3.6,3.4,1.3,1,3,,8/7/25
G,40,A,2171,11.2,4.5,3.6,0,7,,8/7/25
G,40,B,2270,12.2,1.3,1.3,0,5,,8/7/25
G,41,A,2229,7.3,3.7,3.5,1,8,,8/7/25
G,41,B,706,23.8,21.4,4.2,0,0,all branches NP,8/7/25
G,42,A,buffer,,,,,,,8/7/25
G,42,B,1464,32.7,11.9,8.9,0,0,all branches Mp,8/7/25
G,43,A,buffer,,,,,,,8/7/25
G,44,A,buffer,,,,,,,8/7/25
G,44,B,buffer,,,,,,,8/7/25
G,45,A,buffer,,,,,,,8/7/25
G,45,B,buffer,,,,,,,8/7/25
G,1,C,buffer,,,,,,,8/7/25
G,1,D,buffer,,,,,,,8/7/25
G,2,C,buffer,,,,,,,8/7/25
G,2,D,buffer,,,,,,,8/7/25
G,3,C,buffer,,,,,,,8/7/25
G,3,D,buffer,,,,,,,8/7/25
G,4,C,2632,NA,NA,NA,NA,NA,dead,8/7/25
G,4,D,1100,29.6,30,26.2,0,0,all branches rep,8/7/25
G,5,C,2083,18.8,5.4,4.4,1,6,,8/7/25
G,5,D,YO7_5_7,7.5,5.7,2.2,0,0,all branches rep,8/7/25
G,6,C,2537,6.5,6.7,3,1,5,,8/7/25
G,6,D,2560,2.3,2,1.8,1,5,,8/7/25
G,7,C,2306,,,,,,,8/7/25
G,7,D,2024,3.9,3.5,2.7,1,9,,8/7/25
G,8,C,2598,4.1,2.5,2.4,1,7,,8/7/25
G,8,D,530,NA,NA,NA,NA,NA,dead,8/7/25
G,9,C,2008,3.5,4.5,4.4,1,20,,8/7/25
G,9,D,buffer,,,,,,,8/7/25
G,10,C,2197,7.2,7.4,3.5,0,10,,8/7/25
G,10,D,buffer,,,,,,,8/7/25
G,11,c,2495,5.5,2.5,1.8,1,8,,8/7/25
G,11,D,2089,4.7,2.5,2.2,1,9,,8/7/25
G,12,C,buffer,,,,,,,8/7/25
G,12,D,buffer,,,,,,,8/7/25
G,13,C,2645,15.8,7.3,3.4,2,9,,8/7/25
G,13,D,1729,11.3,5.7,4.4,0,10,,8/7/25
G,14,C,2142,7.6,3.1,3,1,8,,8/7/25
G,14,D,2352,,,,,,,8/7/25
G,15,C,NA,,,,,,rock here,8/7/25
G,15,D,2639,,,,,,,8/7/25
G,16,C,1979,5.2,3.4,3,1,9,,8/7/25
G,16,D,1863,4.5,3,1.8,0,10,,8/7/25
G,17,C,2517,,,,,,,8/7/25
G,17,D,NA,,,,,,rock here,8/7/25
G,18,C,2300,4.6,1.8,1.1,0,5,,8/7/25
G,18,D,2553,2.6,1.9,1.2,1,3,,8/7/25
G,19,C,2464,6.5,4.4,2.5,1,6,,8/7/25
G,19,D,2556,NA,NA,NA,NA,NA,dead,8/7/25
G,20,C,2614,,,,,,,8/7/25
G,20,D,2295,10.2,4.3,2.5,0,5,,8/7/25
G,21,C,2233,6.9,4,3.1,0,5,,8/7/25
G,21,D,2336,5.5,4.2,2,1,7,,8/7/25
G,22,C,2439,6,4.5,2.5,0,8,,8/7/25
G,22,D,NA,,,,,,,8/7/25
G,23,C,buffer,,,,,,,8/7/25
G,23,D,NA,,,,,,,8/7/25
G,24,C,2093,2.9,3.5,1.4,1,11,,8/7/25
G,24,D,2327,3.5,2.5,1.5,0,5,,8/7/25
G,25,C,1891,4.3,1.5,1,0,6,,8/7/25
G,25,D,1991,,,,,,,8/7/25
G,26,C,2650,,,,,,,8/7/25
G,26,D,2313,2.7,2.5,1,1,7,,8/7/25
G,27,C,1890,,,,,,,8/7/25
G,27,D,2562,,,,,,,8/7/25
G,28,C,2590,,,,,,,8/7/25
G,28,D,2310,3,3.5,1.6,1,4,,8/7/25
G,29,C,2074,4,2.5,1.9,0,4,,8/7/25
G,29,D,NA,,,,,,rock here,8/7/25
G,30,C,2635,10.9,2.7,0.7,0,4,,8/7/25
G,30,D,2575,,,,,,,8/7/25
G,31,C,2019,,,,,,,8/7/25
G,31,D,1765,12,3.7,2.4,0,10,,8/7/25
G,32,C,1815,3.8,4.6,4.5,1,5,,8/7/25
G,32,D,1872,3.9,3.6,1.8,0,5,,8/7/25
G,33,C,2421,4.6,2.2,1.5,1,6,,8/7/25
G,33,D,2604,,,,,,,8/7/25
G,34,C,238,25.9,17,5,0,0,all branches rep,8/7/25
G,34,D,2275,29.8,12.6,6.2,0,0,all branches rep,8/7/25
G,35,C,1394,34.4,4.2,1.5,0,0,all branches rep,8/7/25
G,35,D,2301,6.5,3,2.8,1,10,,8/7/25
G,36,C,1240,15,6.1,1,0,0,all branches rep,8/7/25
G,36,D,733,17.9,12.4,6.5,0,0,all branches rep,8/7/25
G,37,C,2049,,,,,,,8/7/25
G,37,D,261,25.1,14.5,8.2,0,0,all branches rep,8/7/25
G,38,C,1930,5.2,3.9,3.1,0,6,,8/7/25
G,38,D,1447,31.8,11.1,10.5,0,0,all branches rep,8/7/25
S,39,C,2321,6,2.3,2,1,4,,8/7/25
G,39,D,2337,4.1,1.9,1.9,0,5,,8/7/25
G,40,C,2293,5.7,3.2,2.8,1,8,,8/7/25
G,40,D,1624,8.9,3.3,3.2,1,8,,8/7/25
G,41,C,2378,7.5,3.6,3,0,6,,8/7/25
G,41,D,2512,7.5,2.4,2.3,1,5,,8/7/25
G,42,C,2358,7.4,4.4,4.3,0,11,,8/7/25
G,42,D,buffer,,,,,,,8/7/25
G,44,C,buffer,,,,,,,8/7/25
G,44,D,buffer,,,,,,,8/7/25
G,45,C,buffer,,,,,,,8/7/25
G,45,D,buffer,,,,,,,8/7/25
H,23,B,734,33.2,26.1,23.4,0,0,all branches rep,8/7/25
I,9,B,391,18.6,1.2,0.8,1,0,all branches rep,8/7/25
I,10,A,1272,NA,NA,NA,NA,NA,rep dormant,8/7/25
I,11,A,1250,20.6,0.1,0.1,0,0,all branches rep,8/7/25
